"text","annotations"
"Живу в мкр Центральный, городе Курск, улица Навагинская, дом 234.","Живу O
в O
мкр B-Microdistrict
Центральный I-Microdistrict
, O
городе B-City
Курск I-City
, O
улица B-Street
Навагинская I-Street
, O
дом B-House
234 I-House
. O"
"Квартира квартире 427 находится по адресу: Ростов-на-Дону, переулок Почтовый, доме 159.","Квартира O
квартире B-Flat
427 I-Flat
находится O
по O
адресу O
: O
Ростов-на-Дону B-City
, O
переулок B-Lane
Почтовый I-Lane
, O
доме B-House
159 I-House
. O"
"Наш офис в муниципальное образование Академический, Калуга, проспекте Невский, д 9.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Академический I-Municipality
, O
Калуга B-City
, O
проспекте B-Avenue
Невский I-Avenue
, O
д B-House
9 I-House
. O"
"Мы находимся в РФ, Новосибирская область, город Великий Новгород.","Мы O
находимся O
в O
РФ B-Country
, O
Новосибирская B-Oblast
область I-Oblast
, O
город B-City
Великий I-City
Новгород I-City
. O"
"Отправь письмо: Россия, Марий Эл, Калининский район, селе Берёзовка, улице Школьная, д 248.","Отправь O
письмо O
: O
Россия B-Country
, O
Марий B-Republic
Эл I-Republic
, O
Калининский B-District
район I-District
, O
селе B-Selo
Берёзовка I-Selo
, O
улице B-Street
Школьная I-Street
, O
д B-House
248 I-House
. O"
"Я живу в Нижний Новгород, микрорайон Новый, квартал 49.","Я O
живу O
в O
Нижний B-City
Новгород I-City
, O
микрорайон B-Microdistrict
Новый I-Microdistrict
, O
квартал B-Quarter
49 I-Quarter
. O"
"Адрес: Курск, улице Зелёная, дом 203, строении А, квартире 345.","Адрес O
: O
Курск B-City
, O
улице B-Street
Зелёная I-Street
, O
дом B-House
203 I-House
, O
строении B-Building
А I-Building
, O
квартире B-Flat
345 I-Flat
. O"
"Точка на карте: Великий Новгород, улице Молодёжная, дом 173А, сооружении 10.","Точка O
на O
карте O
: O
Великий B-City
Новгород I-City
, O
улице B-Street
Молодёжная I-Street
, O
дом B-House
173А I-House
, O
сооружении B-Structure
10 I-Structure
. O"
"Адрес: Волгоградская область, Ижевск, улице Молодёжная, дом 36А.","Адрес O
: O
Волгоградская B-Oblast
область I-Oblast
, O
Ижевск B-City
, O
улице B-Street
Молодёжная I-Street
, O
дом B-House
36А I-House
. O"
"Доставка по адресу: Камчатский край, Ростов-на-Дону, проспект Науки, д 117, кв 357.","Доставка O
по O
адресу O
: O
Камчатский B-Krai
край I-Krai
, O
Ростов-на-Дону B-City
, O
проспект B-Avenue
Науки I-Avenue
, O
д B-House
117 I-House
, O
кв B-Flat
357 I-Flat
. O"
"Мы переехали в Коми, в Химки, бульваре Цветочный, д 241.","Мы O
переехали O
в O
Коми B-Republic
, O
в O
Химки B-City
, O
бульваре B-Boulevard
Цветочный I-Boulevard
, O
д B-House
241 I-House
. O"
"Я родился в деревни Ольгино, в Первомайский район, Свердловская область.","Я O
родился O
в O
деревни B-Village
Ольгино I-Village
, O
в O
Первомайский B-District
район I-District
, O
Свердловская B-Oblast
область I-Oblast
. O"
"Поеду в посёлке Горный, Кировский район, Приморский край.","Поеду O
в O
посёлке B-Poselok
Горный I-Poselok
, O
Кировский B-District
район I-District
, O
Приморский B-Krai
край I-Krai
. O"
"Склад: Ханты-Мансийский автономный округ, Калуга, шоссе Ленинградское, д 71А, строении 2, сооружение 1.","Склад O
: O
Ханты-Мансийский B-AO
автономный I-AO
округ I-AO
, O
Калуга B-City
, O
шоссе B-Highway
Ленинградское I-Highway
, O
д B-House
71А I-House
, O
строении B-Building
2 I-Building
, O
сооружение B-Structure
1 I-Structure
. O"
"Встретимся на набережная Невы в города Тула.","Встретимся O
на O
набережная B-Embankment
Невы I-Embankment
в O
города B-City
Тула I-City
. O"
